pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_20,Diet & Nutrition,,You cannot have anything more to drink after you check in.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_21,Monitoring,,After Discharge………………………………… … 34 Notes………………………………………………………………… .,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_22,Insurance,,After Surgery Information for pati ents and caregivers undergoing Mastectomy with Tissue Expanders surgery Purpose of this book To help guide you through the Enhanced Recovery After Surgery (ERAS) program.,,,,medium,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_23,Hygiene,,"When complete, turn the shower back on and gently rinse off .",,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_24,Monitoring,,"When you arrive, check in as explained in your admission letter.",,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_25,Diet & Nutrition,,Drink a 20 -ounce bottle of Gatorade two hour s prior to your surgery – as you are coming to the hospital.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_1,Follow-up Care,,Do not take aspirin or any products containing aspirin until approved by your surgeon.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_2,Pet Care,,"Do not smoke, as smoking delays healing and increases the risk of complications.",,,,medium,,,,,,False,pattern,True
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_3,Hearing,,Wear your compression garment 24/7 for the 2 weeks .,,,,medium,,,,compression,,False,pattern,True
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_4,Uncategorized,,You may take it off when you go out.,,,,low,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_5,Activity Restrictions,,"Start walking as soon as possible, this helps to reduce swelling and lowers the chance of blood clots.",,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_6,Activity Restrictions,,Do not drive for 2 weeks post -operatively.,,,for 2 weeks,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_7,Uncategorized,,You may tire easily.,,,,low,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_8,Work Return,,Return to work in 4 weeks .,,,,medium,,,,,,True,pattern,True
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_9,Hygiene,,You may bathe 48 hours after surgery.,,,,low,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_10,Hygiene,,Avoid steam baths and saunas for several months.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_11,Scar Care,,Avoid exposing scars to sun for at least 12 months.,,,,medium,,,,,,False,pattern,True
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_12,Travel,,Keep steri -strips on.,,,,medium,,,,,,False,pattern,True
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_13,Wound Care,,Keep incisions clean and inspect daily for signs of infection.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_14,Sleep Positioning,,Keep head elevated; sleep with head on 2 pillows.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_15,Follow-up Care,,Do not use hair dye or permanent solution until approved by your surgeon.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_16,Monitoring,,You may use cold compresses for comfort and to help decrease the swelling.,,,,low,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_17,Hygiene,,Avoid use of hairdryers or curling irons as you will not have sensation in the affected areas.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_18,Wound Care,,"You may use makeup after the sutures are removed; new facial makeup can be used to cover up bruising, but not on the incisions.",,,,low,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_19,Sleep Positioning,,You may experience tightness in the neck and difficulty turning side to side for 1 -2 months.,,,,low,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_20,Uncategorized,,You may also contact us using the Patient Portal at https://www.,,,,low,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_21,Hearing,,After the second week we recommend you continue to wear the garment while at home for an additional 2 weeks .,,,,medium,,,,,,False,pattern,True
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_22,Follow-up Care,,When should I call my doctor?,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_23,Follow-up Care,,"After hours and on weekends, call and ask for the Plastic Surgeon on call .",After hours,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_24,Medication Management,,"After having surgery, it is expected you will experience some pain even with pain medication.",,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_25,Diet & Nutrition,,No alcoh ol for several weeks as it causes fluid retention.,,,,medium,,,,,,False,pattern,False
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_26,Sexual Activity,,"No strenuous activities, including sex and heavy housework, for at least 6 weeks.",,,,medium,,,,,,False,pattern,True
[92%] Facelift-postop.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] Facelift-postop.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] Facelift-postop_27,Activity Restrictions,,Walking and mild stretching are fine.,,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_1,Medication Management,,"Take your pain pills, herbal supplements, and Valium/Xanax as direct ed for the first 2 -3 days to manage your discomfort.",,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_2,Pain Management,,Keep your head elevated about 30 degrees and leave your knees slightly flexed.,,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_3,Uncategorized,,Avoid sugar -free gums and sugar -free candies that contain sorbitol or zylitol – both sweeteners are poorly digested.,,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_4,Wound Care,,Keep your drainage bulbs collapsed and record time and amounts of drainage over a 24 -hour period.,,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_5,Hygiene,,You may shower in 2 -3 days; make sure someone is with you at your first shower!,,,,low,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_6,Hearing,,Wear a binder (compression garment) continuously for 10 -14 days.,,,,medium,,,,compression,,False,pattern,True
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_7,Hygiene,,You can take it off to shower after 3 days.,after 3 days,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_8,Hygiene,,You can shower with the Dermabond on.,,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_9,Sexual Activity,,You may resume sexual activity in 4 weeks.,,,,low,,,,,,False,pattern,True
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_10,Activity Restrictions,,"Do not take aspirin or products containing aspirin for 3 weeks after surgery ● Do not run, lift weights, play tennis, or golf for 3 -4 weeks after surgery.",,,for 3 weeks,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_11,Hearing,,"Keep your heart rate under 100 for 3 weeks) ● You may begin swimming 4 weeks postoperatively, if healing is complete.",,,for 3 weeks,low,,,,,,False,pattern,True
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_12,Uncategorized,,You may find that your clothes may not fit as easily as before.,,,,low,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_13,Follow-up Care,,Call to schedule your appointments at Dallas Plastic Surgery Institute at 214 -821-9114 between the hours of 8:30 – 5:00.,,,,critical,,,,,,True,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_14,Wound Care,,"After all sutures have been removed, begin scar treatment: for the first 6 weeks apply a small amount of Eraclea PURE HYDRATION SERUM over all incisions AM & PM.",,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_15,Hearing,,"For the first 10 days following surgery, raising your blood pressure (heart rate) will cause bleeding.",,,,medium,,,,,,False,pattern,True
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_16,Uncategorized,,"You may begin swimming 4 weeks postoperatively, if healing is complete.",,,,low,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_17,Bowel Bladder,,Walking helps the circulation in legs and bowels.,,,,medium,,,,,,False,pattern,True
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_18,Diet & Nutrition,,"Eat and drink slowly, chew thoroughly and cut down on carbonated drinks.",,,,medium,,,,,,False,pattern,False
[64%] aftercare-abdominoplasty.pdf,agent_output/organized_pdfs/Plastic Surgery/[64%] aftercare-abdominoplasty.pdf,Plastic Surgery,Plastic Surgery,0.64,[64%] aftercare-abdominoplasty_19,Diet & Nutrition,,Drink a lot of water – 8 glasses a day!,,,,medium,,,,,,False,pattern,False
[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,agent_output/organized_pdfs/Plastic Surgery/[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,Plastic Surgery,Plastic Surgery,0.82,[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20_1,Sleep Positioning,,Continue to sleep on your back with your head slightly elevated for the next week.,,,,medium,,,,,,False,pattern,False
[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,agent_output/organized_pdfs/Plastic Surgery/[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,Plastic Surgery,Plastic Surgery,0.82,[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20_2,Vision,,Keep ice packs across the splint on your nose and both eyes until you go to sleep tonight and all day tomorrow.,,,,medium,,,,splint,,False,pattern,True
[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,agent_output/organized_pdfs/Plastic Surgery/[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,Plastic Surgery,Plastic Surgery,0.82,[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20_3,Uncategorized,,Change the gauze as needed.,,,,medium,,,,,,False,pattern,False
[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,agent_output/organized_pdfs/Plastic Surgery/[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,Plastic Surgery,Plastic Surgery,0.82,[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20_4,Uncategorized,,You may be provided with some saline nose sprays to help maintain interior nasal moisture.,,,,low,,,,,,False,pattern,False
[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,agent_output/organized_pdfs/Plastic Surgery/[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20.pdf,Plastic Surgery,Plastic Surgery,0.82,[82%] FFS%2021471681%20ENT%20Rhinoplasty%20After%20Surgery%20Booklet%20d4%20%281%29%20updated%205.4.20_5,Vision,,You may wear your glasses lightly resting on your splint or taped to your forehead.,,,,low,,,,splint,,False,pattern,True
