pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category,enhanced,description_length
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_4,Uncategorized,,"Reston, Virginia, 20190 o AVOID cold liquids. o AVOID foods that produce gas including corn, dried beans, onions, lentils, peas, broccoli cauliflower and cabbage. o You may need to avoid milk products, if you are experiencing diarrhea after surgery.",,,,low,,,,,,False,pattern,False,True,249
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_5,Diet & Nutrition,,"When starting liquid diet, DO NOT gulp but start with small volumes of liquid, 1 cup at a time, remembering large amounts of fluid can stretch the stomach. o AVOID gas..",,,,medium,,,,,,False,pattern,False,True,169
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_6,Wound Care,,No further dressing needed on site unless there is drainage present.,,,,medium,,,,,,False,pattern,False,False,68
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_7,Activity Restrictions,,Walk several times per day.,,,,medium,,,,,,False,pattern,False,False,27
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_8,Hearing,,"Diet will slowly advance, starting with clear liquids, then full liquid then soft diet .",,,,medium,,,,,,False,pattern,True,False,88
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_9,Diet & Nutrition,,"Eat small, frequent meals (6 -8 per day) to help avoiding distension.",,,,medium,,,,,,False,pattern,False,False,69
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_10,Diet & Nutrition,,Eat slowly and chew thoroughly.,,,,medium,,,,,,False,pattern,False,False,31
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_1,Medication Management,,"Do not take more than 4,000mg of Acetaminophen per day or 3,200mg of Ibuprofen per day. • Heat or ice packs.",,,,medium,,,,,,False,pattern,False,True,108
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_2,Wound Care,,"Do not place the pack directly on your incision, place a towel or clothing between the pack and your skin.",,,,medium,,,,,,False,pattern,False,False,106
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_3,Activity Restrictions,,Do not lift more than 10-15 pounds for the first 4-6 weeks after surgery. • Slowly work up to 30 minutes of moderate-intensity physical activity most days of the week. • Do not drive if you are taking opiate pain medication.,,,,medium,,,,,,False,pattern,False,True,224
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_4,Medication Management,,Do not lift more than 10-15 pounds for the first 4-6 weeks after surgery. • Slowly work up to 30 minutes of moderate-intensity physical activity most days of the week. • Do not drive if you are taking opiate pain medication.,,,,medium,,,,,,False,pattern,False,True,224
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_5,Wound Care,,You may shower next day after your surgery• If you have surgical glue (Dermabond) covering the incisions it will peel off on its own around 2 weeks after surgery. • If you have gauze and tape (Tegaderm) covering your incisions please remove this 1-2 days after surgery. Keeping these dressings on too long can lead to infection.,,,,low,,,,,,False,pattern,False,True,328
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_6,Uncategorized,,"Do not pick at surgical tape or glue. • The steri-strips or dermabond can get wet. Do not scrub the incisions, let soap and water run over your abdomen.",,,,medium,,,,,,False,pattern,False,True,152
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_7,Wound Care,,"Do not scrub the incisions, let soap and water run over your abdomen. • Do not soak in a tub or pool until you’re instructed. Testing• Routine Blood work • Pre-op Imaging (CT or ultrasound) • Chest X-ray • EKG if needed• Repeat imaging or bloodwork as per doctor’s orders.",,,,medium,,,,,,False,pattern,False,True,272
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_8,Uncategorized,,"Do not scrub the incisions, let soap and water run over your abdomen. • Do not soak in a tub or pool until you’re instructed. Testing• Routine Blood work • Pre-op Imaging (CT or ultrasound) • Chest X-ray • EKG if needed• Repeat imaging or bloodwork as per doctor’s orders.",,,,medium,,,,,,False,pattern,False,True,272
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_9,Follow-up Care,,Schedule follow-up appointment with surgeon 1-2 weeks after surgery. • Prescriptions for new or changed medications should be filled and reviewed with patient and family.,,,,medium,,,,,,True,pattern,False,True,170
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_10,Monitoring,,"When to call: } Fever of more than 101 F. } Redness, swelling, bleeding or drainage from the incision. } Worsening pain - If pain is still uncontrolled please call the office.",,,,medium,,,,,,False,pattern,False,True,175
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_11,Uncategorized,,When is the appendix removed? ____________________________________________ If you are diagnosed with appendicitis it is recommended to have the appendix surgically removed (appendectomy) to prevent the appendix from rupturing and causing serious infection in the abdomen. The surgery is usually done laparoscopically which involves several small incisions on your abdomen through which the surgeon places a camera and instruments to remove the appendix.,,,,medium,,,,,,False,pattern,False,True,453
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_12,Medication Management,,"Once Discharged Pain Management• IV and oral medications • TAP Block (done by anesthesia) • Acetaminophen (Tylenol®) and Ibuprofen (Motrin®, Advil®). Alternate taking Acetaminophen and Ibuprofen every 4-6 hours on a regular schedule for the first 1-3 days. Then take as needed.",,,,medium,,,,,,False,pattern,False,True,277
[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,agent_output/organized_pdfs/General Surgery/[76%] SBMC-Appendectomy-Surgery-Recovery-Guide.pdf,General Surgery,General Surgery,0.76,[76%] SBMC-Appendectomy-Surgery-Recovery-Guide_13,Medication Management,,"Walk as much as possible, this will help with gas pain.",,,,medium,,,,,,False,pattern,False,False,55
[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,agent_output/organized_pdfs/General Surgery/[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,General Surgery,General Surgery,0.76,[76%] Laparoscopic_cholecystectomy_postop_instructions_1,Diet & Nutrition,,"Do not pick at the glue, it is firmly attached to your skin • Some people may experience moderate pain, nausea, or loose stools depending on what you eat after surgery for up to 2 weeks.",,,,low,,,,,,False,pattern,False,False,186
[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,agent_output/organized_pdfs/General Surgery/[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,General Surgery,General Surgery,0.76,[76%] Laparoscopic_cholecystectomy_postop_instructions_2,Activity Restrictions,,You should be up and moving around the night of your surgery and walking 5-6 times a day at a minimum there after.,,,,medium,,,,,,False,pattern,False,False,114
[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,agent_output/organized_pdfs/General Surgery/[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,General Surgery,General Surgery,0.76,[76%] Laparoscopic_cholecystectomy_postop_instructions_3,Medication Management,,You may take ibuprofen 200 mg tablets: 800mg total every 8 hours OR Aleve (Naproxen) 1 tablet every 12 hours as needed along with your narcotic. 4. Use ice to decrease the swelling: Wrap a ziplock bag of ice in a towel and place it on and off your incisions every 15-30 minutes as needed for the first 2 days.,,every 8 hours,,low,,,,,,False,pattern,False,True,309
[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,agent_output/organized_pdfs/General Surgery/[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,General Surgery,General Surgery,0.76,[76%] Laparoscopic_cholecystectomy_postop_instructions_4,Bowel Bladder,,"Start bowel care IMMEDIATELY after surgery to prevent constipation. It is very common and is caused by certain surgeries, anesthesia, and especially narcotics. Listed below are different options for you that are available over the counter at your local pharmacy or grocery store.",,,,critical,,,,,,False,pattern,True,True,279
[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,agent_output/organized_pdfs/General Surgery/[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,General Surgery,General Surgery,0.76,[76%] Laparoscopic_cholecystectomy_postop_instructions_5,Follow-up Care,,"No tubs, pools, or hot springs until you are seen on your follow up appointment or 2 weeks.",,,,medium,,,,,,True,pattern,False,False,91
[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,agent_output/organized_pdfs/General Surgery/[76%] Laparoscopic_cholecystectomy_postop_instructions.pdf,General Surgery,General Surgery,0.76,[76%] Laparoscopic_cholecystectomy_postop_instructions_6,Bowel Bladder,,Drink ½ bottle and if you do not have a bowel movement in 2 hours drink the remainder ½ bottle as well as taking your Miralax and Colace.,,,,medium,,,,,,False,pattern,True,False,137
[53%] 99151403177386059.pdf,agent_output/organized_pdfs/General Surgery/[53%] 99151403177386059.pdf,General Surgery,General Surgery,0.53,[53%] 99151403177386059_1,Work Return,,"When the clinician is evaluating a patient with possible appendicitis, the risk and benefit of each diagnostic test and evaluation should be taken into account during the workup. The use of laparoscopy to establish the diagnosis of 1 / 7 SAGES Society of American Gastrointestinal and Endoscopic Surgeons http://www.sages.",,,,medium,,,,,,False,pattern,True,True,322
[53%] 99151403177386059.pdf,agent_output/organized_pdfs/General Surgery/[53%] 99151403177386059.pdf,General Surgery,General Surgery,0.53,[53%] 99151403177386059_2,Follow-up Care,,"While port placement is at the discretion of the operating surgeon, the secondary port placements reported in the literature were: i.LLQ and RUQ or R mid-abdomen. ii.",,,,medium,,,,,,False,pattern,False,True,166
[90%] s13017-017-0149-y.pdf,agent_output/organized_pdfs/General Surgery/[90%] s13017-017-0149-y.pdf,General Surgery,General Surgery,0.9,[90%] s13017-017-0149-y_1,Wound Care,,"While many factors can influence surgical wound heal- ing and postoperative infection, bacterial burden is the most significant risk factor. According to the likelihood and degree of wound contamination at the time of oper- ation, the Centers for Disease Control and Prevention (CDC) wound classification stratifies the wound as fol- lows [4]: Class I = clean wounds Class II = clean-contaminated wounds Class III = contaminated wounds Class IV = dirty or infected wounds (Table 1) The choice of technique repair is based on the con- tamination of the surgical field, the size of the hernia, and the experience of the surgeon. In clean-contaminated, contaminated, and dirty surgi- cal procedures, the polymicrobial aerobic and anaerobic flora closely resemble the normal endogenous microfloraof the gastrointestinal (GI) tract and are the most fre- quently observed pathogens.",,,,medium,,,,,,False,pattern,False,True,876
[90%] s13017-017-0149-y.pdf,agent_output/organized_pdfs/General Surgery/[90%] s13017-017-0149-y.pdf,General Surgery,General Surgery,0.9,[90%] s13017-017-0149-y_2,Follow-up Care,,"After a mean follow-up time of 27.2 months, hernia recurrence occurred in 19 pa- tients (26.76%) [93].",,,,medium,,,,,,True,pattern,False,True,102
[90%] s13017-017-0149-y.pdf,agent_output/organized_pdfs/General Surgery/[90%] s13017-017-0149-y.pdf,General Surgery,General Surgery,0.9,[90%] s13017-017-0149-y_3,Vision,,"When early definitive fascial closure is not possible, progressive closure can be gradually attempted at every surgical wound revision. Cross-linked biological meshes may be considered as a delayed option for abdominal wall reconstruction (grade 2C recommendation). After the patient ’s stabilization, the primary object- ive is early and definitiv e closure of the abdomen to minimize complications.",,,,medium,,,,,,False,pattern,True,True,400
[90%] s13017-017-0149-y.pdf,agent_output/organized_pdfs/General Surgery/[90%] s13017-017-0149-y.pdf,General Surgery,General Surgery,0.9,[90%] s13017-017-0149-y_4,Uncategorized,,"When early definitive fascial closure is not possible, progressive closure can be gradually attempted at every surgical wound revision. Cross-linked biological meshes may be considered as a delayed option for abdominal wall reconstruction (grade 2C recommendation). After the patient ’s stabilization, the primary object- ive is early and definitiv e closure of the abdomen to minimize complications.",,,,medium,,,,,,False,pattern,True,True,400
[90%] s13017-017-0149-y.pdf,agent_output/organized_pdfs/General Surgery/[90%] s13017-017-0149-y.pdf,General Surgery,General Surgery,0.9,[90%] s13017-017-0149-y_5,Hearing,,No search restrictions were imposed.,,,,medium,,,,,,False,pattern,True,False,36
[90%] s13017-017-0149-y.pdf,agent_output/organized_pdfs/General Surgery/[90%] s13017-017-0149-y.pdf,General Surgery,General Surgery,0.9,[90%] s13017-017-0149-y_6,Wound Care,,"No significant difference was found in terms of post- operative morbidities, wound infection, and recur- rence rate between the two groups.",,,,medium,,,,,,False,pattern,False,False,139
[88%] Post-op-instructions-5-2016.pdf,agent_output/organized_pdfs/General Surgery/[88%] Post-op-instructions-5-2016.pdf,General Surgery,General Surgery,0.88,[88%] Post-op-instructions-5-2016_1,Pain Management,,"Ice the area for the first 4-­‐6 hours after surgery to reduce pain, swelling and bleeding. We recommend either a bag of frozen peas or an individual wrapped and frozen hot dog. DO NOT insert the hot dog; just lay it on the anal area.",,,,medium,,,,,,False,pattern,False,True,234
[88%] Post-op-instructions-5-2016.pdf,agent_output/organized_pdfs/General Surgery/[88%] Post-op-instructions-5-2016.pdf,General Surgery,General Surgery,0.88,[88%] Post-op-instructions-5-2016_2,Medication Management,,"Take one pill every 6 hours until they are gone. These pills are for pain and swelling, you should take them even if you don’t have pain to help with the swelling. If you have diabetes, kidney disease, or are taking Lisinopril or are allergic to non-­‐steroidal anti-­‐inflammatories (NSAIDS) you will not be given this medication.",,every 6 hours,,medium,,,,,,False,pattern,False,True,331
[88%] Post-op-instructions-5-2016.pdf,agent_output/organized_pdfs/General Surgery/[88%] Post-op-instructions-5-2016.pdf,General Surgery,General Surgery,0.88,[88%] Post-op-instructions-5-2016_3,Medication Management,,Take 1-­‐2 tablets every 4-­‐6 as needed. DO NOT wait until the pain is severe before taking this medication. Take this medication with food to avoid nausea.,,,,medium,,,,,,False,pattern,False,True,157
[88%] Post-op-instructions-5-2016.pdf,agent_output/organized_pdfs/General Surgery/[88%] Post-op-instructions-5-2016.pdf,General Surgery,General Surgery,0.88,[88%] Post-op-instructions-5-2016_4,Diet & Nutrition,,Take 1-­‐2 tablets every 4-­‐6 as needed. DO NOT wait until the pain is severe before taking this medication. Take this medication with food to avoid nausea.,,,,medium,,,,,,False,pattern,False,True,157
